,Kingdom,Phylum,Class,Order,Family,Genus,Species
ebd6a384b5df4016059c403bd577c2b1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flexibacter,NA
28a98502a4f55c74a82c78e08410a2f5,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
c9f2e2af7eb6322445445a4050d627b2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
768802daecc011d20968d915356fa212,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
bd23fd9caab6dc55d470a77f4954e136,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Ambiguous_taxa
79fcfe4444cd7e5aa45ba9fb1980aa2f,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,uncultured_bacterium
44834662f2b18cb6a1ec31ea5bb8a1aa,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Ambiguous_taxa
e9c628ecee156be5446a67c8621101bc,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Ambiguous_taxa
121f609e699b002cce9c9deca1661d0c,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,NA
9347c6cdbdf51ad268572e45f0d8ca23,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,NA
8b6d23e4eea012236b10b5b3bde5c3b1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
3433ce204333219ba531fc8fce69d264,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
6791629916e0ff9da0b7cdb2a09f9875,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,uncultured_bacterium
b8da44ec7d37f5cff89f537f90a206b4,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
1015386d123f77311c8143526806af2c,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Ambiguous_taxa
f5d2ade95ab8b3cd2b94132ec6c2461d,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Ambiguous_taxa
da967222d4974b81b78ca79dcab227a0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Ambiguous_taxa
71426254f934478e2ad4f5fb38a9b272,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,NA
449e67700ae4a4d6543c3e0966783ddc,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Ambiguous_taxa
ffeb4dce4d9a48fdd4aa0e38c12ef52b,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
e05f4ae91b8d9c602e94c952d28422ec,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
59421aba60d49e390e0509784f25829e,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
0409a5afcfa8214f9099b1c788fdb5c2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Ambiguous_taxa
f213095ce453f613cd9096579679ac65,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA
0f135d9c9dc3b887df1fc22ce846fcce,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
f61314c3f0db149a458e7f8fefb08fa9,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
b422e7b19e5f1e8916b968063fd77dfc,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
8028e105f842d81c059b540fe5724d56,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
b731791bcf0be745fd719557fda0c6db,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
a57b51d02c9d77781b825dde8671b8a2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Tardiphaga,NA
91248b85d5115d864f8de714a95b78f0,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,uncultured_bacterium
1beac980fb7b417da1f19e1d1964f3c0,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,NA,NA
e19bdc4fbdbc4d95c6f16f09a079e8bd,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA
1c84451c46c0f2fae8aab3c4c4baaaf0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,Ambiguous_taxa
42d04620ad1d7867c532609cd141cd19,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
effd2e16f855319b019f1a1f2981167d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,NA
c1d8f746065975c3dc82d29b9eee6f45,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,Ambiguous_taxa
30bf2f10973a6dbf24c4ab030216227b,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Ambiguous_taxa
99175e0bad92c96232461869ece32b36,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,Ambiguous_taxa
9c8fe4f590ed08b997a8ca49bb3bb647,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,NA
c17957a43c2822b3cd4b0b5aec12f8f2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,NA
75fb1f530e2faab8aa4cbc5f91ad9298,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
69d4d654db67d027bd1512bc4ca830e8,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,NA
25f8d822beeb09331777ae4d82b54ebc,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured_bacterium
1d7906ebfc62a01a930d423d5f86aa82,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Ambiguous_taxa
54e08b36a76e5b546dd231aefde1b032,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
fda1bde6197f1c82d6bb66a36da24dba,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,NA
02edf136518da3052bdddedaae969536,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
132398ae30585fc78b3f5712f4c1f5ed,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,NA
af9ad978b21793a61cd6eec770c10649,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,NA
966e3a17a334a43bccf4d9103fc973b6,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Ambiguous_taxa
021d3ff98e48b7c8a7f688ec757fc8a0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
cead1a97c285b0bb2796aa6c5507397f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
619aaddca1bc37375a7dc661cf75f626,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
19ca88b74755fcd0bac50e2c49348732,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA
dd6c1d84ca3f010f94e6ae5807a73f93,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,NA
4502dc2f5af21bc67a83f0b66565ca5d,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
58365ad7aa6500b4821f59f85d4c90cd,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
8831c9b906fe3847cd99d5af3edc22cb,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,NA
7ee312b23600d406732d329746a4d9bf,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,uncultured,NA
1cab2497e1d81c8e71a0a4d6f665aa42,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,uncultured_bacterium
1867d7a45442691dce0d5363361d1677,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Ambiguous_taxa
907cd04c23e34beb1d3d89d9d9698292,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas,NA
9e22599af19283811a2d68e84879efe3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
9b7b01ffaebcdad990a617e62fc2ef5c,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,NA
e33d5178f317cb63ecc52691f5e7c929,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA
78a7b2be64acf19008ddd441f7657e2e,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,NA
d1316b26e5350da36e6456499ecdfe18,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,NA
f48306bc7117336cd41d0f4ba1dc985f,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,NA
da7566ee3182921a780616cb5119c31c,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured_bacterium
9fe65d71bd5efc0457b21ec30a8ac345,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Ambiguous_taxa
cd6bd8bc6c17459c315fdd7ec4b00a35,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
277b7a2bfcfcf2f575c5512a9191ea12,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
70f4e1161cb0f9937ee73a1ef342cf8a,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Ambiguous_taxa
efb64ac92093d360e233a5c0e9337389,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,NA
fecf587260b395c37dbdeafc02b69263,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,NA
d3c99582301da915c25cc91c75320df7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,NA
fce2902133552565707a469844ac7148,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
502c8e16f2d6d11f4376264d45a446fe,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured_bacterium
4bd93654ba46aff147dcd1aad9c2062e,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,NA
2c08b395e288efeadc7d9fdea116bd39,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
6d58ccdef3bd447bbadc568fb0bc420c,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
db8be14f7ab13f5f18d8b5a29e7dd489,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
a57f3291db0f9e651d9e33c95ec64ed6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
77ad2f75c64cac97fff9ee999560fc32,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
b806e0462569e4b3467b396640400484,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured_bacterium
781f76e0fed32d86dc8a5c9dc7f7033f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,NA
04953a5f6dba8de46e62a10efeb88f1c,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
ce24dd3d52b09ab7757078b3d8d3aeba,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
a3c5e6399dabb5953b38a36d6cc4c460,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
403f102e998a2ca725081e7f310513fb,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
f891ffe52fd7840c43d0dc48be903006,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
4ce9ff59c3a57eea50b85c3ee9d39c08,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,NA
a758b43d52a6e015f43a14b9fe7050ce,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,NA
127f51270ed72c8e942cdada010b7c8c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured_bacterium
e4cde8061a37831e00cffe4ae820f8d3,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
c516548bbe62ea65ef285304a6a19b5c,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ea0e92666251755dcde9b2673a3a6932,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,NA
acbb69f2765ac3cdfee0c072acb0acfc,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,uncultured_bacterium
378f19b845a888440b7a524356431c88,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Taibaiella,NA
423ce462664da188f41a4937e80eae66,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga,NA
2d0d34a6de2efc405c292e2ac10abe58,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Ambiguous_taxa
6171a506f69a4bea2bf91875111dbe05,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
de451fb33ed58e6d3c4dcb950e90284d,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
e84f6c58b433967ccd2a68178d62e938,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,uncultured_bacterium
1822ee651cd21e4e7f415e76f2a46598,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,NA
1141cea390b9bc19623c1ec2af6a0dbf,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,NA
4e4dfb8200296eb9a7202becd5056a19,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,NA
c96e0b0d18838dd76f97c5c0900f6760,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,NA
c72d3f432b47cd915f04c3b8ee848851,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,uncultured_bacterium
65526daa781db3ccbf99dc4de5838bbc,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
777c90b6f7f48d61498b99a4ea3fab11,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,uncultured_bacterium
8c98bd1e1637d13609399b1c03d4b12c,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
bf19ff1415b14252d714242d387f4c05,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
6e46212bb81a0c647414cafe01a1af9f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
577981f42ddea197ba23252f1e8d2951,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
e0a2c0c7fff84f4228d9c0d977fce423,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Nevskiaceae,NA,NA
91bea7dabdd1d445d448feb071853ac5,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
7bf22c22787b8602ed968fe37e279c6e,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured_bacterium
81f18324474b94b152522aa1b8267242,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,NA
5d8f2d4b9680716e9b587b15ac6b23fb,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured_bacterium
596c21867d90c2d36776105efede1790,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,NA
6ff1d3a16ed51c51fef5b27e124539ed,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Ambiguous_taxa
7db46096e231eb3923517e4714bd785a,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,NA
26a90d4173f0bdf0bf61756c1e782603,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,NA
b7041169a467360825ca3674326396b8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA
22d9d069388ed12b53fe6c9b3588ac27,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
4feb44d5bf3a8dda60f5bef64260b4de,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
6caff03926fdb3464c5baa472063a45f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA
31c5d6d689fe24ec7157fa1c0783fbd4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,NA
47bff508f9eee540211f4cf3f51223c7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
8456bcf21ce6e196a9be601d968df9ec,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
71ecdd0399e83ef95d2a9eaa8620a4a5,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
d93d021ea6efc8752b145c0c162fd66e,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,uncultured_bacterium
a0aea8c34926930f77171f11264c9975,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
a805e0363ffbb96707460188ab17fd17,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,NA
c0788435346605c738edc0ac63e4b253,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
3833ea7d7cba2adcbe0db60d28163fc8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,NA
f130244fc5a60f6a7514b0cce39d523e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,NA
7df3b1ebaad2fbc0642b4df14f844891,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
ca1e44396c5d533c9638ff14706d4d3b,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Ambiguous_taxa
e01bc41b2649c889cb60cbe6793a18c6,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,uncultured_bacterium
a2abc003965f5512bbfc7473df706bf7,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Ambiguous_taxa
a06650cfd4367728f2cd52010014fa05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Ambiguous_taxa
2805a891d5edeae986d09e9e2fc4ff92,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,NA
5e68f9a86cbb5736d2d6ec5539d71784,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,NA
6ab1ec8e7f14de36dde3e9b5f1716687,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,NA
97cee84974556fee7ed068eed611fe87,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Panacagrimonas,uncultured_bacterium
b48d9d9503f88f5dc5e4b6c0cd6805dc,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
fb0d0607ed837f479dd51ac7b044a0d7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,uncultured_bacterium
f6368c9177dfc87ac298c3c654735d49,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,uncultured_bacterium
146b423705ace554b583ad4aaad959ce,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
fec82ffe2d8ef4263ff2c027c3d30133,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
0edfed32c2ae2c9a4927925e905cbc70,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Ambiguous_taxa
354b64263d23bb68fc9332a1e495e60f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,NA
50c106aab1d1a4f492d1fd2b84a481b3,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,NA
f215252b0148eef32fe032cca4bb007e,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,NA
c6ab4600ea5107613cbb707692ab5451,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,NA
2f8f7c94066b63971765ae6a6198a5c8,Bacteria,Actinobacteria,Actinobacteria,Frankiales,uncultured,uncultured_bacterium,uncultured_bacterium
e2d1a67f521316cb1307ce4b56073ce5,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA
4ba488fe6cd44569c6227acc4610ad8c,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
89e1d89b65bcf050c3de6b80ed35acc7,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
27cae7705560a46aaf1ac983f024dab6,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
a84f42c3cbe7d0f1da8107579d1c1045,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
7b802a56f153d340aa2fdd05a61ebe2e,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,NA
12a06324955f5551b0b16985e3bbbe15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,NA
afd4567a123c116acd2d10d0eca2de13,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,NA
2345c975ae95fddd8aa7816acb912ffc,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Ambiguous_taxa
10e6d38b8bf6aa13bdd772dc224d01d9,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
d6cf138c5817996d342d7925c67be82f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Ambiguous_taxa
99fa64f7498b50b377f189fb624f3cc4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Rhizomicrobium,uncultured_bacterium
6a12d0c20cce11fb4e22979dce3dea0f,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Ambiguous_taxa
be373362bebfce64f47639453a452a2c,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,uncultured_bacterium
7d02aa7c9aee4dd1d7ba2a036f6e5d8b,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
